destination_radar,destination_radar_fr,destination_radar_en,homeport_destination_radar,ferme_bureau,tonnage,departure_fr,destination_fr,ship_id,ship_name,departure_action,destination_action,departure_out_date,destination_in_date,source_doc_id
Local,Local,Local,Local,Les Sables-d'Olonne,40,Moricq,La Rochelle,,Guillaume,Out,In,1789=07=22,1789>07>22,00333277
Local,Local,Local,Local,La Rochelle,34,La Rochelle,Les Sables-d'Olonne,,Gason,Out,In,1789=06=12,1789>06>12,00340448
Local,Local,Local,France,Marennes,32,Marennes,Tonnay-Charente,,Saint Francois,Out,In,1789=08=06,1789>08>06,00338591
Local,Local,Local,Local,Marennes,37,Marennes,Tonnay-Charente,,Saint Pierre,Out,In,1789=08=17,1789>08>17,00338602
France,France,France,France,Marennes,71,Marennes,Honfleur,,Comtesse d' Hector,Out,In,1789=06=03,1789>06>03,00337925
France,France,France,France,Marennes,82,Marennes,Honfleur,,Marie Guillemette,Out,In,1789=07=07,1789>07>07,00337996
Local,Local,Local,France,La Rochelle,15,La Rochelle,île d'Oléron,,Jeanne,Out,In,1789=06=19,1789>06>19,00340831
Local,Local,Local,France,La Rochelle,8,La Rochelle,île de Ré,,Père de Famille,Out,In,1789=01=16,1789>01>16,00341445
France,France,France,France,La Rochelle,75,La Rochelle,Saint-Malo,,Jeune Julie,Out,In,1789=09=22,1789>09>22,00340439
France,France,France,France,Saint-Martin-de-Ré,21,Saint-Martin-de-Ré,Bordeaux,,Deux Amis,Out,In,1789=08=10,1789>08>10,00336877
France,France,France,France,La Rochelle,75,La Rochelle,Nantes,,Elisabeth,Out,In,1789=06=17,1789>06>17,00340915
France,France,France,France,Marennes,76,Marennes,Saint-Valéry-sur-Somme,,Oiseau,Out,In,1789=05=22,1789>05>22,00337299
France,France,France,France,Marennes,67,Marennes,Saint-Valéry-sur-Somme,,Deux frères,Out,In,1789=06=03,1789>06>03,00337311
France,France,France,France,La Rochelle,160,La Rochelle,Saint-Valéry-sur-Somme,0015206N,Paix,Out,In,1789=07=17,1789>07>17,00340399
France,France,France,France,Marennes,64,Marennes,Gravelines,,Marie Thereze,Out,In,1789=08=27,1789>08>27,00338116
France,France,France,France,La Rochelle,60,La Rochelle,Granville,,Heureux,Out,In,1789=11=03,1789>11>03,00341484
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,82,Marennes,Dunkerque,,Fortuné,Out,In,1789=06=13,1789>06>13,00338225
France,France,France,France,Marennes,81,Marennes,Dieppe,,Marie Antoinette,Out,In,1789=09=14,1789>09>14,00338371
Local,Local,Local,Local,Marennes,40,Marennes,Tonnay-Charente,,Saint Jean Baptiste,Out,In,1789=04=27,1789>04>27,00338504
Local,Local,Local,France,La Rochelle,35,La Rochelle,Marans,,Fils Unique,Out,In,1789=02=13,1789>02>13,00342088
Local,Local,Local,Ports francs et petites îles,Rochefort,60,Rochefort,Marennes,0021458N,Triomphant,Out,In,1789=08=24,1789>08>24,00340210
Local,Local,Local,Local,Marans,25,Marans,Saint-Martin-de-Ré,0021542N,Marie Magdeleine,Out,In,1789=05=06,1789>05>06,00334867
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Local,Les Sables-d'Olonne,70,Les Sables-d'Olonne,Bayonne,0021718N,Sardine fraiche,Out,In,1789=07=07,1789>07>07,00339113
France,France,France,France,Marennes,101,Marennes,Le Havre,0021726N,Aimable Jeanne,Out,In,1789=04=01,1789>04>01,00337779
France,France,France,France,Rochefort,46,Rochefort,Bordeaux,0021727N,Aimable Jeanne,Out,In,1789=05=16,1789>05>16,00333033
France,France,France,France,Les Sables-d'Olonne,46,île de Bouin,Nantes,0021727N,Aimable Jeanne,Out,In,1789=11=29,1789>11>29,00339304
France,France,France,France,Les Sables-d'Olonne,80,île de Bouin,Nantes,0021974N,Aimable Jeanne,Out,In,1789=09=04,1789>09>04,00337504
France,France,France,Ports francs et petites îles,Marennes,64,Marennes,Gravelines,0022411N,La Jeune Hortense,Out,In,1789=09=07,1789>09>07,00338088
France,France,France,France,La Rochelle,82,La Rochelle,Rouen,,Jeune Emilie,Out,In,1789=07=08,1789>07>08,00340517
Europe,Europe,Europe,Europe,Saint-Martin-de-Ré,70,Saint-Martin-de-Ré,Bergue ,,Fortune,Out,In,1789=09=09,1789>09>09,00339052
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,48,Marennes,Bayonne,,Saint Louis,Out,In,1789=04=24,1789>04>24,00339066
Local,Local,Local,Local,Marans,20,Marans,Saint-Martin-de-Ré,,Saint Pierre,Out,In,1789=02=06,1789>02>06,00332812
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Ports francs et petites îles,Marennes,12,Marennes,Noirmoutier,,Jeanne Cécille,Out,In,1789=12=30,1789>12>30,00339851
Local,Local,Local,Local,Marans,15,Marans,Ars-en-Ré,,Union,Out,In,1789=01=29,1789>01>29,00332944
Local,Local,Local,Local,Marans,15,Marans,Ars-en-Ré,,Société,Out,In,1789=05=20,1789>05>20,00332950
Local,Local,Local,Local,La Rochelle,9,La Rochelle,île d'Oléron,,Francoise,Out,In,1789=10=20,1789>10>20,00340867
France,France,France,France,Rochefort,95,Rochefort,Nantes,,Blanche,Out,In,1789=02=23,1789>02>23,00340155
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Châlon,,Heureux Commerce,Out,In,1789=04=27,1789>04>27,00341869
Europe,Europe,Europe,Grande-Bretagne,Les Sables-d'Olonne,200,Noirmoutier,Mer Baltique,,Mentor,Out,In,1789=04=10,1789>04>10,00339145
France,France,France,Local,Tonnay-Charente,60,Tonnay-Charente,Rouen,,Conducteur,Out,In,1789=02=06,1789>02>06,00340502
Local,Local,Local,France,Rochefort,16,Rochefort,île d'Oléron,,Saint Pierre,Out,In,1789=09=23,1789>09>23,00340138
Local,Local,Local,Local,La Rochelle,30,La Rochelle,Les Sables-d'Olonne,,Providence,Out,In,1789=04=07,1789>04>07,00340466
Local,Local,Local,Local,Les Sables-d'Olonne,20,Moricq,La Rochelle,,Catherinne Francoise,Out,In,1789=02=28,1789>02>28,00333266
Local,Local,Local,Local,Les Sables-d'Olonne,20,Moricq,La Rochelle,,Catherinne Francoise,Out,In,1789=08=07,1789>08>07,00333279
Local,Local,Local,Local,Marennes,30,Marennes,Tonnay-Charente,,Saint Jean Baptiste,Out,In,1789=09=17,1789>09>17,00338629
France,France,France,France,Marennes,64,Marennes,Bordeaux,,Rosalie,Out,In,1789=01=12,1789>01>12,00338813
Local,Local,Local,Local,La Rochelle,32,La Rochelle,Les Sables-d'Olonne,,Deux Soeures,Out,In,1789=06=27,1789>06>27,00340450
France,France,France,Local,Marennes,52,Marennes,Bordeaux,,Don de Dieu,Out,In,1789=10=20,1789>10>20,00338951
France,France,France,Local,Marennes,29,Marennes,Bordeaux,,Saint Antoine,Out,In,1789=10=31,1789>10>31,00338966
Local,Local,Local,Local,Les Sables-d'Olonne,26,Les Sables-d'Olonne,La Rochelle,,Deux Soeurs,Out,In,1789=07=14,1789>07>14,00336280
Local,Local,Local,Local,Les Sables-d'Olonne,5,Les Sables-d'Olonne,La Rochelle,,Aimable Marguérite,Out,In,1789=10=12,1789>10>12,00336281
Local,Local,Local,France,Saint-Martin-de-Ré,30,Saint-Martin-de-Ré,La Rochelle,,Charlotte,Out,In,1789=08=10,1789>08>10,00336295
France,France,France,France,Rochefort,200,Rochefort,Granville,,Bon père,Out,In,1789=10=31,1789>10>31,00336323
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,102,Marennes,Dunkerque,0000155N,Saint Briac,Out,In,1789=07=24,1789>07>24,00338238
France,France,France,France,La Rochelle,100,La Rochelle,Dieppe,,Fidelite,Out,In,1789=01=05,1789>01>05,00341511
Local,Local,Local,Local,Tonnay-Charente,40,Tonnay-Charente,Marans,0011515N,Binjamin,Out,In,1789=04=28,1789>04>28,00342071
Local,Local,Local,Local,Marennes,20,Ribérou,Marans,,Diligente,Out,In,1789=07=13,1789>07>13,00336676
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,101,Marennes,Dunkerque,,Fany,Out,In,1789=11=17,1789>11>17,00338292
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,95,Marennes,Dunkerque,,Judith,Out,In,1789=12=29,1789>12>29,00338326
France,France,France,France,La Rochelle,96,La Rochelle,Dieppe,,Volontaire,Out,In,1789=09=24,1789>09>24,00341517
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Les Sables-d'Olonne,80,Noirmoutier,Dunkerque,,Saint Louis,Out,In,1789=09=09,1789>09>09,00338336
Local,Local,Local,Local,Marennes,40,Marennes,Tonnay-Charente,,Quatre Sœurs,Out,In,1789=02=13,1789>02>13,00338450
Local,Local,Local,Local,Marennes,40,Marennes,Tonnay-Charente,,Saint Jean Baptiste,Out,In,1789=02=04,1789>02>04,00338440
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Catherine,Out,In,1789=02=07,1789>02>07,00338444
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Lespérance en Dieu,Out,In,1789=09=22,1789>09>22,00338637
Local,Local,Local,Local,Marennes,55,Marennes,Tonnay-Charente,,Deux Sœurs,Out,In,1789=10=19,1789>10>19,00338659
France,France,France,France,La Rochelle,100,La Rochelle,Calais,,Fidelité,Out,In,1789=05=01,1789>05>01,00341939
Local,Local,Local,Local,Marennes,50,Marennes,Tonnay-Charente,,Reine des Anges,Out,In,1789=10=21,1789>10>21,00338666
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Saint François,Out,In,1789=10=31,1789>10>31,00338679
Local,Local,Local,Local,Marennes,55,Marennes,Tonnay-Charente,,Saint Esprit,Out,In,1789=11=23,1789>11>23,00338694
Local,Local,Local,Local,Marennes,50,Marennes,Tonnay-Charente,,Reine des Anges,Out,In,1789=12=01,1789>12>01,00338705
Local,Local,Local,Local,La Rochelle,24,La Rochelle,Les Sables-d'Olonne,0000882N,Espérance,Out,In,1789=11=07,1789>11>07,00340482
France,France,France,France,La Rochelle,80,La Rochelle,Rouen,,Victoire,Out,In,1789=05=06,1789>05>06,00340514
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Les Sables-d'Olonne,,Marianne,Out,In,1789=07=23,1789>07>23,00340471
Local,Local,Local,Local,Marennes,6,Marennes,La Rochelle,,Bonne Suzanne,Out,In,1789=06=29,1789>06>29,00339759
France,France,France,France,La Rochelle,80,La Rochelle,Rouen,,Mercure,Out,In,1789=08=07,1789>08>07,00340518
France,France,France,France,La Rochelle,82,La Rochelle,Rouen,,Jeune Emilie,Out,In,1789=12=02,1789>12>02,00340524
France,France,France,France,Rochefort,92,Rochefort,Nantes,,Trois frères,Out,In,1789=10=14,1789>10>14,00340172
France,France,France,France,La Rochelle,75,La Rochelle,Saint-Malo,0001911N,Talarin,Out,In,1789=09=21,1789>09>21,00340438
France,France,France,France,Marennes,39,Marennes,Bordeaux,,Petit Frére,Out,In,1789=12=28,1789>12>28,00339002
France,France,France,France,Les Sables-d'Olonne,29,Les Sables-d'Olonne,Bordeaux,,Saint Jean,Out,In,1789=04=11,1789>04>11,00339013
France,France,France,France,Les Sables-d'Olonne,18,Les Sables-d'Olonne,Bordeaux,,Marie Charlotte,Out,In,1789=07=10,1789>07>10,00339021
France,France,France,France,La Rochelle,62,La Rochelle,Abbeville,,Postillon,Out,In,1789=10=14,1789>10>14,00342130
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,164,Marennes,Dunkerque,,Saint Piérre,Out,In,1789=10=13,1789>10>13,00338275
France,France,France,Local,Marennes,21,Marennes,Bordeaux,,Elizabeth,Out,In,1789=08=10,1789>08>10,00338900
France,France,France,France,La Rochelle,72,La Rochelle,Calais,0003929N,Saint Louis,Out,In,1789=01=27,1789>01>27,00341932
Local,Local,Local,Local,Marennes,20,Ribérou,Marans,0006365N,Don de Dieu,Out,In,1789=06=19,1789>06>19,00336674
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Local,Les Sables-d'Olonne,50,Les Sables-d'Olonne,Bayonne,0006655N,Trois Maries,Out,In,1789=06=12,1789>06>12,00339111
Europe,Europe,Europe,Local,Les Sables-d'Olonne,5,Saint-Michel-en-l'Herm,pas mentionné,0021661N,Saint Francois,Out,In,1789=10=21,1789>10>21,00342163
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Rosalie,Out,In,1789=03=03,1789>03>03,00338461
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Elizabeth,Out,In,1789=12=02,1789>12>02,00338707
France,France,France,France,La Rochelle,17,La Rochelle,Bordeaux,0007573N,Aimable Jeanne,Out,In,1789=06=23,1789>06>23,00342024
Local,Local,Local,Local,Tonnay-Charente,20,Tonnay-Charente,Fouras,,Saint Antoine,Out,In,1789=04=01,1789>04>01,00341489
Local,Local,Local,Local,La Rochelle,32,La Rochelle,La Perrotine,0007760N,Marie Anne,Out,In,1789=02=05,1789>02>05,00340741
Local,Local,Local,Local,Marennes,30,Marennes,Tonnay-Charente,0008489N,Saint Etienne,Out,In,1789=04=07,1789>04>07,00338486
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,0010042N,Providance,Out,In,1789=06=08,1789>06>08,00338540
Local,Local,Local,Local,La Rochelle,40,La Rochelle,Rochefort,0011515N,Benjamin,Out,In,1789=05=22,1789>05>22,00340576
Local,Local,Local,Local,Marans,15,Marans,Ars-en-Ré,,Jeannette,Out,In,1789=03=20,1789>03>20,00332945
Local,Local,Local,Local,Les Sables-d'Olonne,25,Moricq,Marans,,Elizabeth,Out,In,1789=07=25,1789>07>25,00333728
France,France,France,France,Marans,20,Marans,Bordeaux,,Saint Etienne,Out,In,1789=02=20,1789>02>20,00334984
Local,Local,Local,Local,Marennes,9,La Perrotine,île de Ré,0021688N,Trois Amis,Out,In,1789=02=23,1789>02>23,00333501
Local,Local,Local,Local,Saint-Martin-de-Ré,22,La Flotte-en-Ré,Le Plomb,0004772N,Perle,In-Out,In,1789=05=09,1789>05>09,00337158
Local,Local,Local,Local,La Rochelle,32,La Rochelle,Dercie,0007382N,Marie Charlotte,Out,In,1789=09=29,1789>09>29,00341522
Local,Local,Local,Local,La Rochelle,32,La Rochelle,Marennes,,Saint Jean Baptiste,Out,In,1789=08=07,1789>08>07,00340983
Local,Local,Local,Local,Saint-Martin-de-Ré,15,Saint-Martin-de-Ré,Saint-Denis d'Oléron,0007469N,Deux Soeurs,Out,In,1789=01=16,1789>01>16,00333598
Local,Local,Local,Local,Tonnay-Charente,27,Tonnay-Charente,Seudre,0007503N,Saint Jean,Out,In,1789=08=17,1789>08>17,00340358
France,France,France,France,Les Sables-d'Olonne,11,Noirmoutier,Nantes,,Aimable Amour,Out,In,1789=10=23,1789>10>23,00337650
France,France,France,France,Marennes,60,Marennes,Le Havre,,Marie,Out,In,1789=04=15,1789>04>15,00337783
France,France,France,France,Marennes,125,Marennes,Le Havre,,Trois Sœurs,Out,In,1789=06=10,1789>06>10,00337789
Local,Local,Local,Local,Tonnay-Charente,32,Tonnay-Charente,Seudre,0007760N,Marianne,Out,In,1789=05=18,1789>05>18,00340348
France,France,France,France,Marennes,58,Marennes,Gravelines,,Marie Luce,Out,In,1789=09=26,1789>09>26,00338090
France,France,France,France,Marennes,62,Marennes,Gravelines,,Francoise,Out,In,1789=09=22,1789>09>22,00338118
Europe,Europe,Europe,France,Les Sables-d'Olonne,27,Saint-Michel-en-l'Herm,pas mentionné,0007762N,Marie Justine,Out,In,1789=07=27,1789>07>27,00342138
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,80,Marennes,Dunkerque,,Fortuné,Out,In,1789=09=30,1789>09>30,00338272
Local,Local,Local,Local,Tonnay-Charente,36,Tonnay-Charente,La Rochelle,,Entreprise,Out,In,1789=07=02,1789>07>02,00341281
France,France,France,France,Marennes,27,Soubise,Brest,0012155N,Sainte Anne,In-Out,In,1789=09=27,1789>09>27,00339782
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Saint Jean,Out,In,1789=05=05,1789>05>05,00338510
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Marie Claire,Out,In,1789=07=23,1789>07>23,00338586
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Marie Claire,Out,In,1789=09=02,1789>09>02,00338616
France,France,France,France,Rochefort,90,Rochefort,Nantes,,Marie Thérèse,Out,In,1789=03=02,1789>03>02,00339797
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Ports francs et petites îles,Marennes,12,Marennes,Noirmoutier,,Suzanne Cécille,Out,In,1789=05=01,1789>05>01,00339859
France,France,France,France,Rochefort,75,Rochefort,Nantes,,Jeanne Françoise,Out,In,1789=08=20,1789>08>20,00340162
Local,Local,Local,Local,Tonnay-Charente,32,Tonnay-Charente,La Rochelle,,Entreprise,Out,In,1789=10=30,1789>10>30,00341369
Local,Local,Local,Local,Tonnay-Charente,25,Tonnay-Charente,La Rochelle,,Marianne,Out,In,1789=12=21,1789>12>21,00341398
Europe,Europe,Europe,France,Marennes,22,Ribérou,pas mentionné,0021658N,Sainte Anne,Out,In,1789=09=01,1789>09>01,00332590
Europe,Europe,Europe,Local,Les Sables-d'Olonne,5,Saint-Michel-en-l'Herm,pas mentionné,0021661N,Saint Francois,Out,In,1789=12=04,1789>12>04,00342171
Europe,Europe,Europe,Local,Les Sables-d'Olonne,2,Saint-Michel-en-l'Herm,pas mentionné,0021659N,Saint Nicolas,Out,In,1789=09=26,1789>09>26,00342145
Grande-Bretagne,Grande-Bretagne,Great Britain,Grande-Bretagne,Marennes,93,Mortagne,Bristol,,Duc d' York,Out,In,1789=08=25,1789>08>25,00333553
Europe,Europe,Europe,France,Marennes,54,Marennes,pas mentionné,,Aimable Marie,Out,In,1789=08=26,1789>08>26,00333554
Local,Local,Local,Local,Saint-Martin-de-Ré,4,Saint-Martin-de-Ré,Hors du Pertuis,,Utille,Out,In,1789=08=10,1789>08>10,00333636
Local,Local,Local,Local,La Rochelle,8,La Rochelle,Saint-Martin-de-Ré,0010984N,Aimable Francoise,Out,In,1789=11=25,1789>11>25,00340433
Local,Local,Local,Local,Marans,12,Marans,Avallon,,Aimable,Out,In,1789=02=04,1789>02>04,00333726
Local,Local,Local,Local,Les Sables-d'Olonne,6,Moricq,La Perrotine,,Françoise,Out,In,1789=07=22,1789>07>22,00333733
Local,Local,Local,Local,Marennes,20,Soubise,Saint-Martin-de-Ré,,Elizabeth,In-Out,In,1789=11=28,1789>11>28,00333737
France,France,France,Local,Les Sables-d'Olonne,55,Saint-Gilles-sur-Vie,Nantes,,Jazon,Out,In,1789=07=27,1789>07>27,00333841
France,France,France,France,La Rochelle,18,La Rochelle,Concarneau,,Sainte Anne,Out,In,1789=06=22,1789>06>22,00341644
Local,Local,Local,Local,Marennes,2,Ribérou,Les Sables-d'Olonne,,Marie Rose,Out,In,1789=07=11,1789>07>11,00336106
France,France,France,France,Marennes,18,Marennes,Quimper,,Cerf,Out,In,1789=08=03,1789>08>03,00336117
France,France,France,France,Marennes,17,Ribérou,Carnac,,Sainte Anne,Out,In,1789=07=07,1789>07>07,00336527
France,France,France,France,Marans,4,Marans,Baden,,Sainte Anne,Out,In,1789=07=11,1789>07>11,00336647
Europe,Europe,Europe,Local,Les Sables-d'Olonne,4,Saint-Michel-en-l'Herm,pas mentionné,0016240N,Non Pareille,Out,In,1789=07=04,1789>07>04,00342133
Europe,Europe,Europe,Local,Les Sables-d'Olonne,4,Saint-Michel-en-l'Herm,pas mentionné,0016240N,Non Pareille,Out,In,1789=09=09,1789>09>09,00342140
France,France,France,France,Marans,28,Marans,Beauvoir-sur-Mer,,Deux frères,Out,In,1789=03=12,1789>03>12,00336923
Local,Local,Local,Local,Saint-Martin-de-Ré,25,Saint-Martin-de-Ré,Saint-Gilles-sur-Vie,,Parvie,Out,In,1789=08=07,1789>08>07,00337085
France,France,France,France,Saint-Martin-de-Ré,25,Saint-Martin-de-Ré,Hennebont,,Marie Françoise,Out,In,1789=05=02,1789>05>02,00337141
Local,Local,Local,Local,Saint-Martin-de-Ré,4,La Flotte-en-Ré,l'Aiguillon,,Ballon,In-Out,In,1789=02=11,1789>02>11,00337174
Local,Local,Local,Local,Tonnay-Charente,26,Tonnay-Charente,île de Ré,0021697N,Magdelaine,Out,In,1789=03=24,1789>03>24,00340655
Colonies,Colonies,Colonies,Local,Rochefort,160,Rochefort,Cap-Français,,Aimable Créolle,Out,In,1789=03=07,1789>03>07,00337183
France,France,France,Ports francs et petites îles,Les Sables-d'Olonne,45,Les Sables-d'Olonne,Vannes,,Providence,Out,In,1789=09=07,1789>09>07,00337204
France,France,France,France,Tonnay-Charente,46,Tonnay-Charente,Nantes,0021727N,Aimable jeanne,Out,In,1789=08=11,1789>08>11,00340904
Local,Local,Local,Local,La Rochelle,18,La Rochelle,Marans,0021729N,Espérance,Out,In,1789=10=17,1789>10>17,00342112
Grande-Bretagne,Grande-Bretagne,Great Britain,Grande-Bretagne,Tonnay-Charente,115,Tonnay-Charente,Londres,0022394N,George et Marianne,Out,In,1789=10=20,1789>10>20,00341117
Europe,Europe,Europe,Europe,Saint-Martin-de-Ré,100,La Flotte-en-Ré,Norvège,,Bergeritte,In-Out,In,1789=10=20,1789>10>20,00337415
France,France,France,France,Rochefort,33,Rochefort,Auray,,Saint Jacques,Out,In,1789=06=27,1789>06>27,00339458
France,France,France,Ports francs et petites îles,Les Sables-d'Olonne,55,Noirmoutier,Honfleur,,Saint Jean,Out,In,1789=06=04,1789>06>04,00338060
France,France,France,France,Marennes,12,Marennes,Côtes de Bretagne,,Sainte Anne,Out,In,1789=07=15,1789>07>15,00339948
France,France,France,Local,Saint-Martin-de-Ré,40,Ars-en-Ré,Étaples ,,Aimable Suzanne,Out,In,1789=10=23,1789>10>23,00341495
France,France,France,France,Les Sables-d'Olonne,50,île de Bouin,Côtes de Bretagne,,Hardy,Out,In,1789=04=07,1789>04>07,00341625
