"pointcall","ferme_bureau","tonnage","pointcall","pointcall_province","substate_1789_fr","state_1789_fr","partner_balance_supp_1789","destination_radar"
Noirmoutier,Sables d'Olonne,6,Le Pornic,Bretagne,,France,France,France
Marennes,Marennes,48,Bordeaux,Guyenne,,France,France,France
Aligre de Marans,Alligre,33,Bordeaux,Guyenne,,France,France,France
Noirmoutier,Sables d'Olonne,21,Nantes,Bretagne,,France,France,France
Marennes,Marennes,29,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,47,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,36,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,43,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,26,Bordeaux,Guyenne,,France,France,France
Rochefort,Rochefort,20,Bordeaux,Guyenne,,France,France,France
Sables d' Olonne,Sables d'Olonne,40,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,35,Bordeaux,Guyenne,,France,France,France
Ars en Ré,Saint-Martin île de Ré,50,Saint Malo,Bretagne,,France,France,France
Marennes,Marennes,41,Libourne,Guyenne,,France,France,France
Marennes,Marennes,25,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,125,Honfleur,Normandie,,France,France,France
Marennes,Marennes,120,Le Havre,Normandie,,France,France,France
Marennes,Marennes,60,Etaples,Picardie,,France,France,France
Aligre de Marans,Alligre,18,Côte de Bretagne,Bretagne,,France,France,France
Marennes,Marennes,64,Saint Valéry sur Somme,Picardie,,France,France,France
Aligre de Marans,Alligre,4,Côte de Bretagne,Bretagne,,France,France,France
Rochefort,Rochefort,80,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,94,Dieppe,Normandie,,France,France,France
Marennes,Marennes,62,Caen,Normandie,,France,France,France
Marennes,Marennes,31,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,39,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,40,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,30,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,40,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,28,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,59,Bordeaux,Guyenne,,France,France,France
Sables d' Olonne,Sables d'Olonne,19,Bordeaux,Guyenne,,France,France,France
Sables d' Olonne,Sables d'Olonne,10,Côte de Bretagne,Bretagne,,France,France,France
Sables d' Olonne,Sables d'Olonne,4,Côte de Bretagne,Bretagne,,France,France,France
Sables d' Olonne,Sables d'Olonne,4,Côte de Bretagne,Bretagne,,France,France,France
Marennes,Marennes,34,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,15,Belle Île,Bretagne,,France,France,France
Rochefort,Rochefort,135,Nantes,Bretagne,,France,France,France
Marennes,Marennes,20,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,39,Bordeaux,Guyenne,,France,France,France
Sables d' Olonne,Sables d'Olonne,10,Côte de Bretagne,Bretagne,,France,France,France
Marennes,Marennes,27,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,94,Gravelines,Flandre,,France,France,France
Marennes,Marennes,93,Gravelines,Flandre,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,30,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,34,Libourne,Guyenne,,France,France,France
Marennes,Marennes,50,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,29,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,40,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,39,Bordeaux,Guyenne,,France,France,France
Moricq,Sables d'Olonne,12,Blaye,Guyenne,,France,France,France
Marennes,Marennes,42,Bordeaux,Guyenne,,France,France,France
Moricq,Sables d'Olonne,36,Nantes,Bretagne,,France,France,France
Rochefort,Rochefort,90,Nantes,Bretagne,,France,France,France
Saint Denis [d' Oléron],Marennes,50,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,25,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,32,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,48,Bordeaux,Guyenne,,France,France,France
Noirmoutier,Sables d'Olonne,24,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,44,Bordeaux,Guyenne,,France,France,France
Aligre de Marans,Alligre,12,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,53,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,53,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,29,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,43,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,28,Bordeaux,Guyenne,,France,France,France
Aligre de Marans,Alligre,20,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,22,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,47,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,40,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,43,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,38,Bordeaux,Guyenne,,France,France,France
Aligre de Marans,Alligre,22,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,25,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,27,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,31,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,33,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,29,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,47,Bordeaux,Guyenne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,55,Nantes,Bretagne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,45,Nantes,Bretagne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,40,Bordeaux,Guyenne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,49,Bordeaux,Guyenne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,30,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,38,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,33,Bordeaux,Guyenne,,France,France,France
Ribérou [Saujon],Marennes,10,Côte de Bretagne,Bretagne,,France,France,France
Noirmoutier,Sables d'Olonne,20,Nantes,Bretagne,,France,France,France
Ribérou [Saujon],Marennes,10,Côte de Bretagne,Bretagne,,France,France,France
Marennes,Marennes,33,Libourne,Guyenne,,France,France,France
Marennes,Marennes,40,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,43,Bordeaux,Guyenne,,France,France,France
Aligre de Marans,Alligre,42,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,29,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,47,Bordeaux,Guyenne,,France,France,France
Noirmoutier,Sables d'Olonne,41,Nantes,Bretagne,,France,France,France
Noirmoutier,Sables d'Olonne,18,Nantes,Bretagne,,France,France,France
Noirmoutier,Sables d'Olonne,17,Nantes,Bretagne,,France,France,France
Noirmoutier,Sables d'Olonne,10,Nantes,Bretagne,,France,France,France
Noirmoutier,Sables d'Olonne,55,Honfleur,Normandie,,France,France,France
Aligre de Marans,Alligre,18,Côte de Bretagne,Bretagne,,France,France,France
Aligre de Marans,Alligre,4,Côte de Bretagne,Bretagne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,50,Bordeaux,Guyenne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,30,Bordeaux,Guyenne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,30,Bordeaux,Guyenne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,24,Bordeaux,Guyenne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,60,Bordeaux,Guyenne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,44,Bordeaux,Guyenne,,France,France,France
Aligre de Marans,Alligre,4,Côte de Bretagne,Bretagne,,France,France,France
Aligre de Marans,Alligre,14,Côte de Bretagne,Bretagne,,France,France,France
Aligre de Marans,Alligre,4,Côte de Bretagne,Bretagne,,France,France,France
Aligre de Marans,Alligre,4,Côte de Bretagne,Bretagne,,France,France,France
Ribérou [Saujon],Marennes,10,Côte de Bretagne,Bretagne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,18,Côte de Bretagne,Bretagne,,France,France,France
Sables d' Olonne,Sables d'Olonne,2,Côte de Bretagne,Bretagne,,France,France,France
Sables d' Olonne,Sables d'Olonne,2,Côte de Bretagne,Bretagne,,France,France,France
Sables d' Olonne,Sables d'Olonne,2,Côte de Bretagne,Bretagne,,France,France,France
Mortagne,Marennes,18,Quiberon,Bretagne,,France,France,France
Marennes,Marennes,27,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,45,Bordeaux,Guyenne,,France,France,France
Noirmoutier,Sables d'Olonne,28,Nantes,Bretagne,,France,France,France
Noirmoutier,Sables d'Olonne,21,Nantes,Bretagne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,29,Nantes,Bretagne,,France,France,France
Aligre de Marans,Alligre,42,Bordeaux,Guyenne,,France,France,France
Ribérou [Saujon],Marennes,10,Côte de Bretagne,Bretagne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,22,Bordeaux,Guyenne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,24,Bordeaux,Guyenne,,France,France,France
Aligre de Marans,Alligre,45,Bordeaux,Guyenne,,France,France,France
Noirmoutier,Sables d'Olonne,33,Nantes,Bretagne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,36,Nantes,Bretagne,,France,France,France
Noirmoutier,Sables d'Olonne,64,Rouen,Normandie,,France,France,France
Marennes,Marennes,42,Bordeaux,Guyenne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,22,Bordeaux,Guyenne,,France,France,France
Mortagne,Marennes,8,Quiberon,Bretagne,,France,France,France
Mortagne,Marennes,19,Quiberon,Bretagne,,France,France,France
Ile de Bouin,,28,Nantes,Bretagne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,29,Nantes,Bretagne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,4,Côte de Bretagne,Bretagne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,50,Saint Esprit,Guyenne,,France,France,France
Ribérou [Saujon],Marennes,10,Côte de Bretagne,Bretagne,,France,France,France
Sables d' Olonne,Sables d'Olonne,16,Bordeaux,Guyenne,,France,France,France
Sables d' Olonne,Sables d'Olonne,12,Bordeaux,Guyenne,,France,France,France
Sables d' Olonne,Sables d'Olonne,18,Bordeaux,Guyenne,,France,France,France
Sables d' Olonne,Sables d'Olonne,30,Bordeaux,Guyenne,,France,France,France
Aligre de Marans,Alligre,30,Bordeaux,Guyenne,,France,France,France
Sables d' Olonne,Sables d'Olonne,40,Bordeaux,Guyenne,,France,France,France
Sables d' Olonne,Sables d'Olonne,20,Bordeaux,Guyenne,,France,France,France
Sables d' Olonne,Sables d'Olonne,19,Bordeaux,Guyenne,,France,France,France
Sables d' Olonne,Sables d'Olonne,30,Bordeaux,Guyenne,,France,France,France
Aligre de Marans,Alligre,18,Bordeaux,Guyenne,,France,France,France
Aligre de Marans,Alligre,29,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,30,Belle Île,Bretagne,,France,France,France
Ile de Bouin,,28,Nantes,Bretagne,,France,France,France
Aligre de Marans,Alligre,35,Bordeaux,Guyenne,,France,France,France
Ile de Bouin,,28,Nantes,Bretagne,,France,France,France
Aligre de Marans,Alligre,26,Bordeaux,Guyenne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,28,Nantes,Bretagne,,France,France,France
Aligre de Marans,Alligre,22,Bordeaux,Guyenne,,France,France,France
La Rochelle,La Rochelle,7,Arzon,Bretagne,,France,France,France
Ribérou [Saujon],Marennes,10,Côte de Bretagne,Bretagne,,France,France,France
Aligre de Marans,Alligre,12,Bordeaux,Guyenne,,France,France,France
Aligre de Marans,Alligre,26,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,56,Bordeaux,Guyenne,,France,France,France
La Rochelle,La Rochelle,122,Rouen,Normandie,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,37,Redon,Bretagne,,France,France,France
Ile de Bouin,,40,Nantes,Bretagne,,France,France,France
Ile de Bouin,,46,Nantes,Bretagne,,France,France,France
Ile de Bouin,,45,Nantes,Bretagne,,France,France,France
Ile de Bouin,,46,Nantes,Bretagne,,France,France,France
Ile de Bouin,,32,Côte de Bretagne,Bretagne,,France,France,France
La Flotte en Ré,Saint-Martin île de Ré,15,Belle Île,Bretagne,,France,France,France
La Rochelle,La Rochelle,4,Le Croisic,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,17,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,30,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,17,Nantes,Bretagne,,France,France,France
Ribérou [Saujon],Marennes,10,Côte de Bretagne,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,45,Redon,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,44,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,35,Bordeaux,Guyenne,,France,France,France
Saint Martin de Ré,Saint-Martin île de Ré,25,Hennebont,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,20,Bordeaux,Guyenne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,44,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,26,Redon,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,17,Redon,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,28,Redon,Bretagne,,France,France,France
Charente,Charente,60,Rouen,Normandie,,France,France,France
Ribérou [Saujon],Marennes,16,Rivière de Bordeaux,Guyenne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,18,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,18,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,50,Gravelines,Flandre,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,50,Gravelines,Flandre,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,26,Redon,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,42,Nantes,Bretagne,,France,France,France
Ribérou [Saujon],Marennes,10,Côte de Bretagne,Bretagne,,France,France,France
La Tranche sur Mer,Sables d'Olonne,26,Bordeaux,Guyenne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,13,Bordeaux,Guyenne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,44,Redon,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,28,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,28,Redon,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,26,Redon,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,28,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,34,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,28,Nantes,Bretagne,,France,France,France
Saint Martin de Ré,Saint-Martin île de Ré,24,Arzon,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,28,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,28,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,34,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,28,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,28,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,28,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,36,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,40,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,60,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,26,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,35,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,12,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,6,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,22,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,28,Bordeaux,Guyenne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,34,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,22,Redon,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,55,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,95,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,15,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,6,Nantes,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,28,Nantes,Bretagne,,France,France,France
Mortagne,Marennes,25,Brest,Bretagne,,France,France,France
Charente,Charente,70,Rouen,Normandie,,France,France,France
La Perrotine,Marennes,30,Brest,Bretagne,,France,France,France
Aligre de Marans,Alligre,22,Côte de Bretagne,Bretagne,,France,France,France
Aligre de Marans,Alligre,27,Côte de Bretagne,Bretagne,,France,France,France
La Rochelle,La Rochelle,4,Le Croisic,Bretagne,,France,France,France
Aligre de Marans,Alligre,30,Côte de Bretagne,Bretagne,,France,France,France
Aligre de Marans,Alligre,16,Côte de Bretagne,Bretagne,,France,France,France
Beauvoir-sur-Mer,Sables d'Olonne,17,Nantes,Bretagne,,France,France,France
La Rochelle,La Rochelle,7,Le Croisic,Bretagne,,France,France,France
Ribérou [Saujon],Marennes,10,Côte de Bretagne,Bretagne,,France,France,France
Rochefort,Rochefort,32,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,71,Saint Valéry sur Somme,Picardie,,France,France,France
Ile de Bouin,,20,Nantes,Bretagne,,France,France,France
Noirmoutier,Sables d'Olonne,28,Nantes,Bretagne,,France,France,France
Charente,Charente,27,Le Croisic,Bretagne,,France,France,France
Noirmoutier,Sables d'Olonne,11,Nantes,Bretagne,,France,France,France
Saint Denis [d' Oléron],Marennes,18,Côte de Bretagne,Bretagne,,France,France,France
Marennes,Marennes,101,Honfleur,Normandie,,France,France,France
Marennes,Marennes,66,Caen,Normandie,,France,France,France
Ribérou [Saujon],Marennes,10,Côte de Bretagne,Bretagne,,France,France,France
Saint Denis [d' Oléron],Marennes,36,Vannes,Bretagne,,France,France,France
Rochefort,Rochefort,30,La Teste,Guyenne,,France,France,France
Marennes,Marennes,64,Saint Valery en Caux,Normandie,,France,France,France
La Rochelle,La Rochelle,90,Saint Valéry sur Somme,Picardie,,France,France,France
Ile de Bouin,,60,Nantes,Bretagne,,France,France,France
Noirmoutier,Sables d'Olonne,25,Bordeaux,Guyenne,,France,France,France
Aligre de Marans,Alligre,12,Bordeaux,Guyenne,,France,France,France
Aligre de Marans,Alligre,62,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,18,Quimperlé,Bretagne,,France,France,France
Saint Gilles sur Vie,Sables d'Olonne,55,Saint Esprit,Guyenne,,France,France,France
Le Chateau [d' Oléron],Marennes,24,Côte de Bretagne,Bretagne,,France,France,France
La Flotte en Ré,Saint-Martin île de Ré,80,Granville,Normandie,,France,France,France
La Rochelle,La Rochelle,12,Locmariaquer,Bretagne,,France,France,France
Ribérou [Saujon],Marennes,10,Côte de Bretagne,Bretagne,,France,France,France
Le Chateau [d' Oléron],Marennes,15,Bordeaux,Guyenne,,France,France,France
Aligre de Marans,Alligre,16,Bordeaux,Guyenne,,France,France,France
La Rochelle,La Rochelle,10,Le Croisic,Bretagne,,France,France,France
La Rochelle,La Rochelle,6,Le Croisic,Bretagne,,France,France,France
La Rochelle,La Rochelle,15,Le Croisic,Bretagne,,France,France,France
Sables d' Olonne,Sables d'Olonne,4,Locmariaquer,Bretagne,,France,France,France
Marennes,Marennes,16,Bordeaux,Guyenne,,France,France,France
La Rochelle,La Rochelle,4,Le Croisic,Bretagne,,France,France,France
Marennes,Marennes,18,Quimper,Bretagne,,France,France,France
Aligre de Marans,Alligre,26,Bordeaux,Guyenne,,France,France,France
Marennes,Marennes,15,Quiberon,Bretagne,,France,France,France
Marennes,Marennes,119,Honfleur,Normandie,,France,France,France
Marennes,Marennes,150,Honfleur,Normandie,,France,France,France
Marennes,Marennes,115,Honfleur,Normandie,,France,France,France
Marennes,Marennes,150,Honfleur,Normandie,,France,France,France
Marennes,Marennes,138,Honfleur,Normandie,,France,France,France
Marennes,Marennes,112,Honfleur,Normandie,,France,France,France
Marennes,Marennes,137,Honfleur,Normandie,,France,France,France
Marennes,Marennes,140,Honfleur,Normandie,,France,France,France
Marennes,Marennes,141,Honfleur,Normandie,,France,France,France
Marennes,Marennes,106,Honfleur,Normandie,,France,France,France
Marennes,Marennes,104,Honfleur,Normandie,,France,France,France
Marennes,Marennes,115,Gravelines,Flandre,,France,France,France
Marennes,Marennes,53,Etaples,Picardie,,France,France,France
Marennes,Marennes,28,Bordeaux,Guyenne,,France,France,France
